seqnames	start	end	width	strand	name	score	signalValue	pValue	qValue	peak	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr3	129226699	129226844	146	*	SRR1642051_peak_38773	83	5.37412	8.35009	5.79549	84	Distal Intergenic	3	129230545	129236068	5524	1	105374102	-3701	NA	LOC105374102	uncharacterized LOC105374102
chr3	129626153	129626721	569	*	SRR1642051_peak_38806	421	16.0009	42.1251	36.3323	235	Distal Intergenic	3	129555214	129606676	51463	2	23129	-19477	ENSG00000004399	PLXND1	plexin D1
chr3	129662171	129662430	260	*	SRR1642051_peak_38813	84	5.27737	8.41215	5.83518	164	Intron (ENST00000432054.6/23023, intron 2 of 3)	3	129555214	129606676	51463	2	23129	-55495	ENSG00000004399	PLXND1	plexin D1
chr3	133675641	133675797	157	*	SRR1642051_peak_38865	100	5.03954	10.0802	7.33022	66	Intron (ENST00000687252.2/7018, intron 1 of 1)	3	133598175	133662380	64206	2	11073	-13261	ENSG00000163781	TOPBP1	DNA topoisomerase II binding protein 1
chr3	134326061	134326408	348	*	SRR1642051_peak_38891	69	4.11253	6.9063	4.49549	131	Intron (ENST00000702198.1/105374119, intron 1 of 1)	3	134313498	134327944	14447	1	105374119	12563	ENSG00000240006	LINC02004	long intergenic non-protein coding RNA 2004
chr3	134326815	134327006	192	*	SRR1642051_peak_38893	131	6.92077	13.183	10.0929	120	Exon (ENST00000702198.1/105374119, exon 2 of 2)	3	134313498	134327944	14447	1	105374119	13317	ENSG00000240006	LINC02004	long intergenic non-protein coding RNA 2004
chr3	134327364	134327825	462	*	SRR1642051_peak_38894	146	6.9991	14.6486	11.3963	212	Exon (ENST00000702198.1/105374119, exon 2 of 2)	3	134313498	134327944	14447	1	105374119	13866	ENSG00000240006	LINC02004	long intergenic non-protein coding RNA 2004
chr3	134334813	134334994	182	*	SRR1642051_peak_38895	149	8.53407	14.9606	11.6973	129	Distal Intergenic	3	134313498	134327944	14447	1	105374119	21315	ENSG00000240006	LINC02004	long intergenic non-protein coding RNA 2004
chr3	139226968	139227112	145	*	SRR1642051_peak_38966	66	4.45337	6.6833	4.29256	130	Intron (ENST00000495075.5/56945, intron 2 of 9)	3	139281640	139344023	62384	1	124906290	-54528	NA	LOC124906290	uncharacterized LOC124906290
chr3	141411428	141411598	171	*	SRR1642051_peak_38989	81	4.92717	8.16772	5.62589	97	Intron (ENST00000509842.5/253461, intron 7 of 7)	3	141449745	141456434	6690	2	124906291	44836	NA	LOC124906291	uncharacterized LOC124906291
chr3	142976946	142977464	519	*	SRR1642051_peak_39033	255	11.2498	25.5803	21.1975	200	Intron (ENST00000497652.5/101927832, intron 2 of 4)	3	142949164	142963674	14511	2	344838	-13272	ENSG00000188582	PAQR9	progestin and adipoQ receptor family member 9
chr3	144105431	144105642	212	*	SRR1642051_peak_39044	251	10.7255	25.1258	20.7857	102	Distal Intergenic	3	143971823	144048719	76897	1	205428	133608	ENSG00000181744	DIPK2A	divergent protein kinase domain 2A
chr3	146163445	146163746	302	*	SRR1642051_peak_39053	233	10.2186	23.3542	19.2072	136	Promoter (<=1kb)	3	146035139	146163725	128587	2	5352	0	ENSG00000152952	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
chr3	149396052	149396516	465	*	SRR1642051_peak_39118	299	12.2004	29.9224	25.1023	300	Distal Intergenic	3	149377778	149386583	8806	1	100874091	18274	ENSG00000240541	TM4SF1-AS1	TM4SF1 antisense RNA 1
chr3	150362681	150363362	682	*	SRR1642051_peak_39164	165	8.97226	16.547	13.0976	570	Distal Intergenic	3	150339478	150343210	3733	2	107986142	-19471	NA	LOC107986142	uncharacterized LOC107986142
chr3	150770999	150771670	672	*	SRR1642051_peak_39198	188	8.57113	18.8842	15.1829	87	Intron (ENST00000663257.1/105374155, intron 1 of 2)	3	150741125	150763431	22307	2	6478	-7568	ENSG00000181788	SIAH2	siah E3 ubiquitin protein ligase 2
chr3	153138384	153138768	385	*	SRR1642051_peak_39226	193	7.51156	19.3689	15.6192	254	Distal Intergenic	3	153152238	153155303	3066	2	124909451	16535	ENSG00000288787	LOC124909451	uncharacterized LOC124909451
chr3	155232111	155232658	548	*	SRR1642051_peak_39247	173	8.15596	17.3909	13.8477	425	Distal Intergenic	3	155240919	155258766	17848	1	101928190	-8261	ENSG00000241336	LINC01487	long intergenic non-protein coding RNA 1487
chr3	157136487	157136987	501	*	SRR1642051_peak_39286	233	9.09856	23.3634	19.2137	397	Distal Intergenic	3	157081667	157128595	46929	2	339894	-7892	ENSG00000243629	LINC00880	long intergenic non-protein coding RNA 880
chr3	158725330	158725595	266	*	SRR1642051_peak_39299	106	6.45076	10.6723	7.86178	65	Intron (ENST00000237696.10/5918, intron 1 of 5)	3	158732198	158829719	97522	1	64747	-6603	ENSG00000118855	MFSD1	major facilitator superfamily domain containing 1
chr3	159799432	159799603	172	*	SRR1642051_peak_39321	84	4.73054	8.44714	5.85294	113	Intron (ENST00000476809.7/100505385, intron 4 of 9)	3	159765387	159768612	3226	2	100874433	-30820	NA	IQCJ-SCHIP1-AS1	IQCJ-SCHIP1 readthrough antisense RNA 1
chr3	160599958	160600153	196	*	SRR1642051_peak_39336	152	8.53738	15.2246	11.931	93	Distal Intergenic	3	160495007	160565571	70565	2	3840	-34387	ENSG00000186432	KPNA4	karyopherin subunit alpha 4
chr3	160808575	160808962	388	*	SRR1642051_peak_39349	117	5.65755	11.7967	8.85468	288	Intron (ENST00000497343.5/151742, intron 1 of 2)	3	160755602	161078902	323301	1	151742	52973	ENSG00000163590	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L
chr3	171971960	171972368	409	*	SRR1642051_peak_39462	69	4.11253	6.9063	4.49549	43	Intron (ENST00000653722.1/105374217, intron 2 of 3)	3	171941607	171996871	55265	1	105374217	30353	NA	LOC105374217	uncharacterized LOC105374217
chr3	172169113	172169431	319	*	SRR1642051_peak_39481	107	5.69518	10.755	7.92797	232	Intron (ENST00000415807.7/64778, intron 3 of 25)	3	172039578	172401669	362092	1	64778	129535	ENSG00000075420	FNDC3B	fibronectin type III domain containing 3B
chr3	172553153	172553375	223	*	SRR1642051_peak_39495	74	5.14658	7.43456	4.97495	166	Distal Intergenic	3	172505508	172523475	17968	2	8743	-29678	ENSG00000121858	TNFSF10	TNF superfamily member 10
chr3	176926524	176926712	189	*	SRR1642051_peak_39537	93	5.48338	9.31879	6.64732	56	Distal Intergenic	3	176814155	176817001	2847	2	101928684	-109523	ENSG00000228308	LINC01209	long intergenic non-protein coding RNA 1209
chr3	176926771	176926986	216	*	SRR1642051_peak_39538	63	4.24805	6.34596	4.00534	174	Distal Intergenic	3	176814155	176817001	2847	2	101928684	-109770	ENSG00000228308	LINC01209	long intergenic non-protein coding RNA 1209
chr3	177198015	177198421	407	*	SRR1642051_peak_39545	169	8.13158	16.9915	13.4984	268	Intron (ENST00000635794.1/79718, intron 1 of 5)	3	177019340	177228000	208661	2	79718	29579	ENSG00000177565	TBL1XR1	TBL1X/Y related 1
chr3	177357570	177358557	988	*	SRR1642051_peak_39551	278	11.2514	27.847	23.2301	890	Distal Intergenic	3	177294442	177323418	28977	1	100820709	63128	ENSG00000203645	LINC00501	long intergenic non-protein coding RNA 501
chr3	179734745	179735240	496	*	SRR1642051_peak_39598	126	5.96655	12.6839	9.63789	98	Exon (ENST00000679640.1/8975, exon 1 of 2)	3	179784048	179795717	11670	1	124909464	-48808	NA	LOC124909464	uncharacterized LOC124909464
chr3	185423433	185423867	435	*	SRR1642051_peak_39674	102	5.68938	10.2513	7.46931	134	Intron (ENST00000446828.5/9175, intron 2 of 12)	3	185476496	185499057	22562	2	90407	75190	ENSG00000163900	TMEM41A	transmembrane protein 41A
chr3	186599413	186600238	826	*	SRR1642051_peak_39703	106	3.91028	10.6508	7.8407	490	Intron (ENST00000630178.2/ENST00000630178.2, intron 2 of 2)	3	186613060	186621318	8259	1	197	-12822	ENSG00000145192	AHSG	alpha 2-HS glycoprotein
chr3	186600811	186601030	220	*	SRR1642051_peak_39706	96	5.52312	9.62266	6.92343	119	Intron (ENST00000630178.2/ENST00000630178.2, intron 2 of 2)	3	186613060	186621318	8259	1	197	-12030	ENSG00000145192	AHSG	alpha 2-HS glycoprotein
chr3	186604330	186605192	863	*	SRR1642051_peak_39709	118	5.02044	11.8043	8.85548	668	Intron (ENST00000630178.2/ENST00000630178.2, intron 2 of 2)	3	186613060	186621318	8259	1	197	-7868	ENSG00000145192	AHSG	alpha 2-HS glycoprotein
chr3	186607207	186607573	367	*	SRR1642051_peak_39712	76	4.26703	7.66459	5.1668	10	Intron (ENST00000630178.2/ENST00000630178.2, intron 2 of 2)	3	186613060	186621318	8259	1	197	-5487	ENSG00000145192	AHSG	alpha 2-HS glycoprotein
chr3	186635801	186635988	188	*	SRR1642051_peak_39725	173	7.04806	17.3804	13.8418	73	Promoter (<=1kb)	3	186635969	186653141	17173	1	26998	0	ENSG00000090512	FETUB	fetuin B
chr3	186975638	186975901	264	*	SRR1642051_peak_39754	88	5.6728	8.8216	6.20337	81	Intron (ENST00000676786.1/6480, intron 2 of 2)	3	186930325	187078553	148229	1	6480	45313	ENSG00000073849	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
chr3	186991543	186992281	739	*	SRR1642051_peak_39762	158	7.91542	15.8975	12.5258	318	Intron (ENST00000676786.1/6480, intron 2 of 2)	3	186930325	187078553	148229	1	6480	61218	ENSG00000073849	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
chr3	187063187	187063866	680	*	SRR1642051_peak_39775	151	5.88565	15.1622	11.8705	363	Intron (ENST00000169298.8/6480, intron 5 of 7)	3	187120948	187180908	59961	2	116832	117042	ENSG00000163923	RPL39L	ribosomal protein L39 like
chr3	187101256	187101504	249	*	SRR1642051_peak_39778	102	5.68938	10.2513	7.46931	82	Distal Intergenic	3	187120948	187180908	59961	2	116832	79404	ENSG00000163923	RPL39L	ribosomal protein L39 like
chr3	187720081	187720287	207	*	SRR1642051_peak_39803	84	5.07137	8.41215	5.83518	154	Intron (ENST00000449623.5/100131635, intron 2 of 2)	3	187698259	187702557	4299	2	344892	-17524	ENSG00000198471	RTP2	receptor transporter protein 2
chr3	188265240	188265399	160	*	SRR1642051_peak_39832	79	5.49368	7.9608	5.44123	112	Intron (ENST00000448637.5/4026, intron 1 of 6)	3	188178543	188180812	2270	1	401105	86697	ENSG00000279891	FLJ42393	uncharacterized LOC401105
chr3	188265449	188265681	233	*	SRR1642051_peak_39833	112	6.30738	11.2084	8.32872	110	Intron (ENST00000448637.5/4026, intron 1 of 6)	3	188178543	188180812	2270	1	401105	86906	ENSG00000279891	FLJ42393	uncharacterized LOC401105
chr3	188743232	188743658	427	*	SRR1642051_peak_39849	197	9.09863	19.7932	15.9926	101	Exon (ENST00000494044.1/4026, exon 1 of 2)	3	188688781	188688866	86	1	407020	54451	ENSG00000207651	MIR28	microRNA 28
chr3	188746658	188746909	252	*	SRR1642051_peak_39853	66	3.78443	6.60524	4.23613	75	Intron (ENST00000414139.6/4026, intron 7 of 10)	3	188688781	188688866	86	1	407020	57877	ENSG00000207651	MIR28	microRNA 28
chr3	188746962	188747109	148	*	SRR1642051_peak_39854	64	4.64261	6.47579	4.12191	121	Intron (ENST00000414139.6/4026, intron 7 of 10)	3	188688781	188688866	86	1	407020	58181	ENSG00000207651	MIR28	microRNA 28
chr3	188747159	188747383	225	*	SRR1642051_peak_39855	112	6.51183	11.2663	8.3757	110	Intron (ENST00000414139.6/4026, intron 7 of 10)	3	188688781	188688866	86	1	407020	58378	ENSG00000207651	MIR28	microRNA 28
chr3	189710166	189710326	161	*	SRR1642051_peak_39869	88	5.6728	8.8216	6.20337	35	Intron (ENST00000264731.8/8626, intron 1 of 13)	3	189631389	189897276	265888	1	8626	78777	ENSG00000073282	TP63	tumor protein p63
chr3	190378413	190378613	201	*	SRR1642051_peak_39909	117	5.65331	11.7884	8.85468	133	Intron (ENST00000468220.1/10686, intron 3 of 4)	3	190322541	190412138	89598	1	10686	55872	ENSG00000113946	CLDN16	claudin 16
chr3	194003757	194004262	506	*	SRR1642051_peak_39969	97	5.42707	9.79367	7.07934	366	Promoter (<=1kb)	3	193957372	194003760	46389	2	647323	0	ENSG00000214146	LINC02026	long intergenic non-protein coding RNA 2026
chr3	194101019	194101655	637	*	SRR1642051_peak_39982	214	8.12957	21.4139	17.4555	331	Intron (ENST00000457815.1/102724877, intron 1 of 1)	3	194005259	194071025	65767	2	285389	-29994	ENSG00000230102	LINC02028	long intergenic non-protein coding RNA 2028
chr3	194269845	194270059	215	*	SRR1642051_peak_40001	92	5.82921	9.29508	6.63353	84	Distal Intergenic	3	194276682	194287368	10687	1	105374289	-6623	ENSG00000228271	LINC02048	long intergenic non-protein coding RNA 2048
chr3	194332769	194333010	242	*	SRR1642051_peak_40012	144	7.422	14.4042	11.1937	112	Distal Intergenic	3	194296191	194322871	26681	2	100131551	-9898	ENSG00000214145	LINC00887	long intergenic non-protein coding RNA 887
chr3	197480311	197480459	149	*	SRR1642051_peak_40118	131	6.92077	13.183	10.0929	104	Distal Intergenic	3	197505262	197506986	1725	2	100129516	26527	NA	LINC02012	long intergenic non-protein coding RNA 2012
chr3	197957681	197957836	156	*	SRR1642051_peak_40153	107	6.18613	10.7336	7.90949	77	Promoter (2-3kb)	3	197889077	197960142	71066	2	84223	2306	ENSG00000114473	IQCG	IQ motif containing G
chr4	687476	687627	152	*	SRR1642051_peak_40167	147	8.04122	14.7226	11.4672	88	Promoter (1-2kb)	4	681829	689271	7443	2	84179	1644	ENSG00000169026	SLC49A3	solute carrier family 49 member 3
chr4	788901	789044	144	*	SRR1642051_peak_40173	76	4.42154	7.66459	5.1668	82	Promoter (<=1kb)	4	789211	797153	7943	1	105374339	-167	NA	LOC105374339	uncharacterized LOC105374339
chr4	2937070	2937260	191	*	SRR1642051_peak_40259	117	5.65755	11.7967	8.85468	118	Promoter (2-3kb)	4	2934882	2961738	26857	1	317648	2188	NA	NOP14-AS1	NOP14 antisense RNA 1
chr4	3437245	3437700	456	*	SRR1642051_peak_40281	61	3.80353	6.17368	3.84875	66	Intron (ENST00000336727.8/6002, intron 17 of 17)	4	3441968	3449486	7519	1	3083	-4268	ENSG00000109758	HGFAC	HGF activator
chr4	3441934	3443283	1350	*	SRR1642051_peak_40283	324	14.2187	32.4553	27.4131	114	Promoter (<=1kb)	4	3441968	3449486	7519	1	3083	0	ENSG00000109758	HGFAC	HGF activator
chr4	6746841	6747004	164	*	SRR1642051_peak_40322	94	5.29439	9.47056	6.77696	64	Distal Intergenic	4	6763508	6767660	4153	1	105374367	-16504	ENSG00000287331	LOC105374367	uncharacterized LOC105374367
chr4	7125087	7125297	211	*	SRR1642051_peak_40357	163	7.9501	16.3106	12.8922	97	Distal Intergenic	4	7093776	7103394	9619	2	730971	-21693	NA	LINC02447	long intergenic non-protein coding RNA 2447
chr4	7515190	7515428	239	*	SRR1642051_peak_40370	173	8.79525	17.3752	13.8418	113	Intron (ENST00000507866.6/57537, intron 2 of 26)	4	7460028	7460118	91	1	100422826	55162	ENSG00000266690	MIR4274	microRNA 4274
chr4	14910783	14911063	281	*	SRR1642051_peak_40407	91	4.92444	9.10627	6.46047	181	Intron (ENST00000500394.6/441009, intron 7 of 7)	4	14470465	14888169	417705	2	201853	-22614	ENSG00000248360	LINC00504	long intergenic non-protein coding RNA 504
chr4	14958555	14958908	354	*	SRR1642051_peak_40412	242	10.0154	24.2325	19.9711	127	Intron (ENST00000500394.6/441009, intron 7 of 7)	4	14909961	15002045	92085	2	441009	43137	ENSG00000247624	CPEB2-DT	CPEB2 divergent transcript
chr4	16836056	16836438	383	*	SRR1642051_peak_40445	66	4.65937	6.6833	4.29256	256	Intron (ENST00000515064.5/9079, intron 1 of 7)	4	16501541	16898678	397138	2	9079	62240	ENSG00000169744	LDB2	LIM domain binding 2
chr4	17559291	17559488	198	*	SRR1642051_peak_40455	88	6.11198	8.88711	6.26107	77	Distal Intergenic	4	17577198	17607972	30775	1	51056	-17710	ENSG00000002549	LAP3	leucine aminopeptidase 3
chr4	22506304	22506474	171	*	SRR1642051_peak_40465	66	4.65937	6.6833	4.29256	67	Intron (ENST00000334304.10/166647, intron 1 of 18)	4	22345071	22516066	170996	2	166647	9592	ENSG00000152990	ADGRA3	adhesion G protein-coupled receptor A3
chr4	23874250	23874565	316	*	SRR1642051_peak_40475	121	6.51339	12.1886	9.20461	219	Intron (ENST00000509702.5/10891, intron 1 of 14)	4	23779590	23782560	2971	1	105374527	94660	NA	LOC105374527	uncharacterized LOC105374527
chr4	23874737	23874901	165	*	SRR1642051_peak_40476	122	6.96692	12.2894	9.29366	82	Intron (ENST00000509702.5/10891, intron 1 of 14)	4	23779590	23782560	2971	1	105374527	95147	NA	LOC105374527	uncharacterized LOC105374527
chr4	24279582	24279903	322	*	SRR1642051_peak_40492	142	7.12664	14.2058	11.0187	246	Distal Intergenic	4	23755041	24472951	717911	2	10891	193048	ENSG00000109819	PPARGC1A	PPARG coactivator 1 alpha
chr4	37441510	37441652	143	*	SRR1642051_peak_40545	62	4.69618	6.28201	3.94873	85	Intron (ENST00000309447.6/57495, intron 6 of 6)	4	37453925	37623495	169571	1	55286	-12273	ENSG00000154274	C4orf19	chromosome 4 open reading frame 19
chr4	38788226	38788383	158	*	SRR1642051_peak_40602	79	5.10532	7.92091	5.40429	102	Distal Intergenic	4	38772238	38782990	10753	2	81793	-5236	ENSG00000174123	TLR10	toll like receptor 10
chr4	38903888	38904101	214	*	SRR1642051_peak_40615	148	7.4831	14.8226	11.5627	87	Intron (ENST00000515037.5/92689, intron 2 of 12)	4	38868032	38868127	96	1	693159	35856	ENSG00000207944	MIR574	microRNA 574
chr4	38949330	38949768	439	*	SRR1642051_peak_40619	133	7.19446	13.3357	10.2295	101	Distal Intergenic	4	38868032	38868127	96	1	693159	81298	ENSG00000207944	MIR574	microRNA 574
chr4	38990516	38990694	179	*	SRR1642051_peak_40627	127	6.83461	12.734	9.68464	74	Intron (ENST00000381938.4/80008, intron 3 of 6)	4	38966744	39032922	66179	2	80008	42228	ENSG00000121895	TMEM156	transmembrane protein 156
chr4	40369511	40370031	521	*	SRR1642051_peak_40701	122	6.73938	12.2894	9.29366	384	Distal Intergenic	4	40335333	40355217	19885	1	55584	34178	ENSG00000174343	CHRNA9	cholinergic receptor nicotinic alpha 9 subunit
chr4	40595066	40595331	266	*	SRR1642051_peak_40736	99	6.49116	9.90053	7.17325	123	Intron (ENST00000295971.12/54502, intron 1 of 6)	4	40423267	40630875	207609	2	54502	35544	ENSG00000163694	RBM47	RNA binding motif protein 47
chr4	41216552	41216964	413	*	SRR1642051_peak_40768	168	5.83171	16.81	13.3385	137	Promoter (<=1kb)	4	40810027	41216714	406688	2	323	0	ENSG00000163697	APBB2	amyloid beta precursor protein binding family B member 2
chr4	69568698	69568910	213	*	SRR1642051_peak_40956	117	6.61845	11.7222	8.79916	93	Distal Intergenic	4	69480165	69526014	45850	2	7363	-42684	ENSG00000156096	UGT2B4	UDP glucuronosyltransferase family 2 member B4
chr4	70634775	70634948	174	*	SRR1642051_peak_40967	129	7.35412	12.911	9.85114	86	Promoter (2-3kb)	4	70637745	70686816	49072	1	101927297	-2797	NA	LOC101927297	uncharacterized LOC101927297
chr4	76300636	76301000	365	*	SRR1642051_peak_41107	175	7.67654	17.5902	14.0283	205	Intron (ENST00000515604.5/100631383, intron 6 of 6)	4	76306733	76311130	4398	1	8987	-5733	ENSG00000118804	STBD1	starch binding domain 1
chr4	76377392	76377995	604	*	SRR1642051_peak_41120	92	4.88504	9.25272	6.59617	112	Intron (ENST00000388914.7/339965, intron 8 of 23)	4	76402076	76402146	71	1	124900891	-24081	ENSG00000199857	LOC124900891	small nucleolar RNA SNORD50
chr4	76498859	76499380	522	*	SRR1642051_peak_41134	156	7.58861	15.6807	12.3205	115	Intron (ENST00000296043.7/57619, intron 1 of 10)	4	76435229	76783253	348025	1	57619	63630	ENSG00000138771	SHROOM3	shroom family member 3
chr4	76563251	76563599	349	*	SRR1642051_peak_41144	79	5.10532	7.92091	5.40429	234	Intron (ENST00000296043.7/57619, intron 2 of 10)	4	76573568	76573632	65	1	100616299	-9969	ENSG00000263445	MIR4450	microRNA 4450
chr4	76600243	76600586	344	*	SRR1642051_peak_41154	151	8.07469	15.101	11.8148	218	Intron (ENST00000296043.7/57619, intron 2 of 10)	4	76575551	76575626	76	1	100616254	24692	ENSG00000283682	MIR548AH	microRNA 548ah
chr4	81624267	81624626	360	*	SRR1642051_peak_41217	131	7.47882	13.1096	10.0339	255	Intron (ENST00000638048.1/153020, intron 3 of 16)	4	81087370	81215222	127853	2	5593	-409045	ENSG00000138669	PRKG2	protein kinase cGMP-dependent 2
chr4	81627270	81628186	917	*	SRR1642051_peak_41221	152	7.54339	15.2573	11.9432	724	Intron (ENST00000638048.1/153020, intron 3 of 16)	4	81087370	81215222	127853	2	5593	-412048	ENSG00000138669	PRKG2	protein kinase cGMP-dependent 2
chr4	81628423	81628640	218	*	SRR1642051_peak_41222	196	8.98541	19.6141	15.8345	130	Intron (ENST00000638048.1/153020, intron 3 of 16)	4	81087370	81215222	127853	2	5593	-413201	ENSG00000138669	PRKG2	protein kinase cGMP-dependent 2
chr4	87120618	87120880	263	*	SRR1642051_peak_41289	137	7.05077	13.7678	10.6146	134	Intron (ENST00000395146.9/4299, intron 12 of 20)	4	87160103	87240314	80212	2	57563	119434	ENSG00000145332	KLHL8	kelch like family member 8
chr4	87220018	87220518	501	*	SRR1642051_peak_41295	380	16.7002	38.0811	32.5926	373	5' UTR	4	87160103	87240314	80212	2	57563	19796	ENSG00000145332	KLHL8	kelch like family member 8
chr4	87409966	87410161	196	*	SRR1642051_peak_41305	76	4.26384	7.65842	5.1668	112	Distal Intergenic	4	87422573	87459455	36883	1	53343	-12412	ENSG00000170502	NUDT9	nudix hydrolase 9
chr4	88660590	88660749	160	*	SRR1642051_peak_41328	102	5.68938	10.2513	7.46931	61	Intron (ENST00000512194.2/8916, intron 11 of 25)	4	88695913	88697829	1917	2	266812	37080	ENSG00000177432	NAP1L5	nucleosome assembly protein 1 like 5
chr4	88746239	88746393	155	*	SRR1642051_peak_41335	93	5.48338	9.31879	6.64732	121	Intron (ENST00000395002.6/10144, intron 13 of 16)	4	88709298	88730103	20806	1	285512	36941	ENSG00000248019	FAM13A-AS1	FAM13A antisense RNA 1
chr4	88753245	88753513	269	*	SRR1642051_peak_41338	93	5.379	9.37541	6.69577	211	Intron (ENST00000395002.6/10144, intron 8 of 16)	4	88709298	88730103	20806	1	285512	43947	ENSG00000248019	FAM13A-AS1	FAM13A antisense RNA 1
chr4	89273929	89274311	383	*	SRR1642051_peak_41349	131	6.71491	13.183	10.0929	259	Intron (ENST00000609438.2/285513, intron 1 of 1)	4	89236383	89307800	71418	2	285513	33489	ENSG00000185477	GPRIN3	GPRIN family member 3
chr4	99317907	99318073	167	*	SRR1642051_peak_41402	84	5.07137	8.41215	5.83518	68	Exon (ENST00000305046.13/125, exon 3 of 9)	4	99304971	99321401	16431	2	125	3328	ENSG00000196616	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
chr4	99383970	99384122	153	*	SRR1642051_peak_41410	94	5.29439	9.47056	6.77696	82	Distal Intergenic	4	99336497	99352746	16250	2	126	-31224	ENSG00000248144	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
chr4	99404707	99405247	541	*	SRR1642051_peak_41415	184	8.5734	18.4988	14.838	115	Distal Intergenic	4	99412261	99435510	23250	2	131	30263	ENSG00000196344	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
chr4	99763685	99763837	153	*	SRR1642051_peak_41425	90	6.06205	9.08008	6.44005	118	Distal Intergenic	4	99816827	99870190	53364	1	27071	-52990	ENSG00000070190	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1
chr4	101357250	101357473	224	*	SRR1642051_peak_41440	102	5.68938	10.2513	7.46931	88	Distal Intergenic	4	101023409	101348278	324870	2	5530	-8972	ENSG00000138814	PPP3CA	protein phosphatase 3 catalytic subunit alpha
chr4	103425075	103425349	275	*	SRR1642051_peak_41482	80	5.03406	8.01473	5.4805	217	Exon (ENST00000513793.5/101929448, exon 2 of 4)	4	103255826	103454667	198842	1	101929448	169249	NA	LINC02428	long intergenic non-protein coding RNA 2428
chr4	108008609	108008792	184	*	SRR1642051_peak_41514	111	5.94287	11.1967	8.32872	101	Intron (ENST00000505878.4/3033, intron 1 of 8)	4	107907226	107989724	82499	2	107986298	-18885	ENSG00000245293	LOC107986298	uncharacterized LOC107986298
chr4	113147750	113148151	402	*	SRR1642051_peak_41581	167	7.78512	16.7312	13.2627	233	Intron (ENST00000672356.1/287, intron 2 of 43)	4	113152282	113152362	81	1	102465878	-4131	ENSG00000275810	MIR8082	microRNA 8082
chr4	113468082	113468289	208	*	SRR1642051_peak_41588	75	4.86213	7.52777	5.05997	118	Intron (ENST00000683023.1/817, intron 14 of 19)	4	113418054	113761927	343874	2	817	293638	ENSG00000145349	CAMK2D	calcium/calmodulin dependent protein kinase II delta
chr4	113658675	113658830	156	*	SRR1642051_peak_41591	82	5.54396	8.26156	5.71634	50	Intron (ENST00000683023.1/817, intron 3 of 19)	4	113418054	113761927	343874	2	817	103097	ENSG00000145349	CAMK2D	calcium/calmodulin dependent protein kinase II delta
chr4	113658924	113659085	162	*	SRR1642051_peak_41592	106	6.8536	10.6557	7.84553	114	Intron (ENST00000683023.1/817, intron 3 of 19)	4	113418054	113761927	343874	2	817	102842	ENSG00000145349	CAMK2D	calcium/calmodulin dependent protein kinase II delta
chr4	113960898	113961216	319	*	SRR1642051_peak_41601	93	5.48338	9.31879	6.64732	227	Intron (ENST00000315366.8/79642, intron 1 of 1)	4	113900284	113979727	79444	2	79642	18511	ENSG00000180801	ARSJ	arylsulfatase family member J
chr4	139691992	139692699	708	*	SRR1642051_peak_41758	142	5.76205	14.2995	11.0984	415	Intron (ENST00000616265.4/4258, intron 2 of 5)	4	139665768	139740745	74978	1	4258	26224	ENSG00000085871	MGST2	microsomal glutathione S-transferase 2
chr4	139739976	139740526	551	*	SRR1642051_peak_41762	117	5.49892	11.7884	8.85468	440	3' UTR	4	139763053	139770391	7339	1	124900781	-22527	NA	LOC124900781	uncharacterized LOC124900781
chr4	139922876	139923030	155	*	SRR1642051_peak_41767	81	5.65252	8.19981	5.65726	38	Intron (ENST00000509479.6/55534, intron 1 of 4)	4	139763053	139770391	7339	1	124900781	159823	NA	LOC124900781	uncharacterized LOC124900781
chr4	140021683	140021915	233	*	SRR1642051_peak_41773	87	4.27883	8.71601	6.10487	130	Intron (ENST00000509479.6/55534, intron 1 of 4)	4	140128015	140134565	6551	1	101927516	-106100	NA	LOC101927516	uncharacterized LOC101927516
chr4	140021992	140022143	152	*	SRR1642051_peak_41774	84	5.46037	8.48677	5.89179	20	Intron (ENST00000509479.6/55534, intron 1 of 4)	4	140128015	140134565	6551	1	101927516	-105872	NA	LOC101927516	uncharacterized LOC101927516
chr4	140061228	140061398	171	*	SRR1642051_peak_41777	84	5.07137	8.41215	5.83518	76	Intron (ENST00000509479.6/55534, intron 1 of 4)	4	140128015	140134565	6551	1	101927516	-66617	NA	LOC101927516	uncharacterized LOC101927516
chr4	150723154	150723426	273	*	SRR1642051_peak_41862	117	6.61845	11.7222	8.79916	136	Intron (ENST00000651943.2/987, intron 36 of 56)	4	150582151	150584693	2543	1	10586	141003	ENSG00000181541	MAB21L2	mab-21 like 2
